journey_id,touchpoints,n_touches,converted,revenue,journey_days,first_channel,last_channel
3154,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Affiliate')]",3,False,0.0,7,YouTube,Affiliate
3155,"[np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('Affiliate')]",3,False,0.0,1,Programmatic Display,Affiliate
3156,"[np.str_('Meta Ads'), np.str_('Affiliate')]",2,False,0.0,1,Meta Ads,Affiliate
3157,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Google Search')]",3,False,0.0,30,YouTube,Google Search
3158,"[np.str_('Google Search'), np.str_('Meta Ads')]",2,False,0.0,7,Google Search,Meta Ads
3159,[np.str_('Meta Ads')],1,False,0.0,0,Meta Ads,Meta Ads
3160,"[np.str_('Affiliate'), np.str_('YouTube')]",2,False,0.0,30,Affiliate,YouTube
3161,"[np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Google Search')]",4,True,2053.5,7,YouTube,Google Search
3162,"[np.str_('Meta Ads'), np.str_('Affiliate'), np.str_('YouTube'), np.str_('YouTube')]",4,False,0.0,1,Meta Ads,YouTube
3163,"[np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('YouTube'), np.str_('Meta Ads')]",4,False,0.0,0,Programmatic Display,Meta Ads
3164,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Meta Ads')]",4,True,2158.75,1,YouTube,Meta Ads
3165,[np.str_('Google Search')],1,True,1180.25,1,Google Search,Google Search
3166,"[np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Google Search')]",3,True,1582.66,14,Meta Ads,Google Search
3167,"[np.str_('Meta Ads'), np.str_('YouTube'), np.str_('Meta Ads')]",3,False,0.0,3,Meta Ads,Meta Ads
3168,"[np.str_('Meta Ads'), np.str_('Google Search'), np.str_('Google Search')]",3,False,0.0,1,Meta Ads,Google Search
3169,"[np.str_('Google Search'), np.str_('Programmatic Display'), np.str_('Affiliate')]",3,True,1124.65,7,Google Search,Affiliate
3170,"[np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Affiliate'), np.str_('Programmatic Display')]",4,False,0.0,3,Meta Ads,Programmatic Display
3171,"[np.str_('Meta Ads'), np.str_('Affiliate'), np.str_('Google Search')]",3,False,0.0,7,Meta Ads,Google Search
3172,"[np.str_('Google Search'), np.str_('Affiliate'), np.str_('YouTube'), np.str_('YouTube')]",4,False,0.0,3,Google Search,YouTube
3173,"[np.str_('Google Search'), np.str_('Programmatic Display')]",2,True,967.06,7,Google Search,Programmatic Display
3174,"[np.str_('Affiliate'), np.str_('Meta Ads'), np.str_('Google Search')]",3,False,0.0,0,Affiliate,Google Search
3175,"[np.str_('YouTube'), np.str_('Google Search')]",2,True,2615.37,1,YouTube,Google Search
3176,"[np.str_('Google Search'), np.str_('Meta Ads')]",2,False,0.0,7,Google Search,Meta Ads
3177,"[np.str_('Google Search'), np.str_('Google Search'), np.str_('Programmatic Display'), np.str_('Affiliate')]",4,True,2847.2,3,Google Search,Affiliate
3178,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Affiliate'), np.str_('Google Search')]",4,False,0.0,30,YouTube,Google Search
3179,"[np.str_('Meta Ads'), np.str_('Google Search'), np.str_('Programmatic Display'), np.str_('Meta Ads')]",4,False,0.0,30,Meta Ads,Meta Ads
3180,"[np.str_('Affiliate'), np.str_('Meta Ads'), np.str_('Google Search')]",3,True,1686.98,7,Affiliate,Google Search
3181,[np.str_('Affiliate')],1,True,1529.17,1,Affiliate,Affiliate
3182,"[np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Meta Ads')]",3,True,1392.43,7,YouTube,Meta Ads
3183,[np.str_('Programmatic Display')],1,True,1389.57,7,Programmatic Display,Programmatic Display
3184,[np.str_('Google Search')],1,False,0.0,0,Google Search,Google Search
3185,"[np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('YouTube'), np.str_('Affiliate')]",5,True,2933.59,7,Programmatic Display,Affiliate
3186,"[np.str_('Meta Ads'), np.str_('Programmatic Display')]",2,True,1426.01,3,Meta Ads,Programmatic Display
3187,"[np.str_('Meta Ads'), np.str_('Google Search')]",2,False,0.0,3,Meta Ads,Google Search
3188,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Affiliate')]",3,False,0.0,14,YouTube,Affiliate
3189,"[np.str_('YouTube'), np.str_('Affiliate')]",2,False,0.0,7,YouTube,Affiliate
3190,"[np.str_('YouTube'), np.str_('Affiliate')]",2,False,0.0,30,YouTube,Affiliate
3191,"[np.str_('Meta Ads'), np.str_('YouTube'), np.str_('Affiliate')]",3,False,0.0,3,Meta Ads,Affiliate
3192,"[np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Google Search')]",5,True,2715.4,3,Programmatic Display,Google Search
3193,[np.str_('Meta Ads')],1,False,0.0,14,Meta Ads,Meta Ads
3194,"[np.str_('Meta Ads'), np.str_('Google Search')]",2,False,0.0,7,Meta Ads,Google Search
3195,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Google Search'), np.str_('Google Search')]",4,True,2978.05,3,YouTube,Google Search
3196,"[np.str_('YouTube'), np.str_('Google Search'), np.str_('Google Search'), np.str_('YouTube'), np.str_('Programmatic Display')]",5,True,3066.62,7,YouTube,Programmatic Display
3197,"[np.str_('Affiliate'), np.str_('Affiliate')]",2,False,0.0,1,Affiliate,Affiliate
3198,"[np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Google Search'), np.str_('Google Search')]",4,True,1350.98,0,Meta Ads,Google Search
3199,[np.str_('Meta Ads')],1,False,0.0,3,Meta Ads,Meta Ads
3200,"[np.str_('Meta Ads'), np.str_('Meta Ads')]",2,False,0.0,14,Meta Ads,Meta Ads
3201,"[np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Google Search')]",3,False,0.0,7,Meta Ads,Google Search
3202,[np.str_('Programmatic Display')],1,False,0.0,7,Programmatic Display,Programmatic Display
3203,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Affiliate')]",4,True,2885.56,3,YouTube,Affiliate
3204,"[np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Affiliate')]",4,False,0.0,1,YouTube,Affiliate
3205,[np.str_('YouTube')],1,True,2092.08,3,YouTube,YouTube
3206,"[np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Google Search')]",3,False,0.0,7,Meta Ads,Google Search
3207,"[np.str_('YouTube'), np.str_('Google Search')]",2,True,880.93,1,YouTube,Google Search
3208,"[np.str_('YouTube'), np.str_('Google Search')]",2,False,0.0,3,YouTube,Google Search
3209,"[np.str_('Programmatic Display'), np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Affiliate')]",4,True,996.39,14,Programmatic Display,Affiliate
3210,"[np.str_('Affiliate'), np.str_('YouTube'), np.str_('Google Search')]",3,True,2320.31,3,Affiliate,Google Search
3211,"[np.str_('YouTube'), np.str_('Google Search'), np.str_('YouTube'), np.str_('Google Search')]",4,True,2056.67,0,YouTube,Google Search
3212,[np.str_('Programmatic Display')],1,False,0.0,1,Programmatic Display,Programmatic Display
3213,[np.str_('YouTube')],1,False,0.0,14,YouTube,YouTube
3214,"[np.str_('Affiliate'), np.str_('Meta Ads')]",2,True,1080.13,14,Affiliate,Meta Ads
3215,"[np.str_('Google Search'), np.str_('Programmatic Display'), np.str_('Affiliate')]",3,True,1299.29,0,Google Search,Affiliate
3216,[np.str_('Programmatic Display')],1,True,1083.45,3,Programmatic Display,Programmatic Display
3217,"[np.str_('Programmatic Display'), np.str_('Affiliate')]",2,False,0.0,14,Programmatic Display,Affiliate
3218,[np.str_('YouTube')],1,False,0.0,3,YouTube,YouTube
3219,"[np.str_('YouTube'), np.str_('Programmatic Display'), np.str_('YouTube')]",3,False,0.0,0,YouTube,YouTube
3220,"[np.str_('Google Search'), np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Meta Ads')]",4,True,1460.79,3,Google Search,Meta Ads
3221,"[np.str_('Meta Ads'), np.str_('Affiliate')]",2,True,2068.44,14,Meta Ads,Affiliate
3222,[np.str_('Meta Ads')],1,False,0.0,3,Meta Ads,Meta Ads
3223,"[np.str_('Programmatic Display'), np.str_('Google Search')]",2,False,0.0,3,Programmatic Display,Google Search
3224,"[np.str_('Programmatic Display'), np.str_('Affiliate')]",2,True,1524.79,3,Programmatic Display,Affiliate
3225,"[np.str_('YouTube'), np.str_('Affiliate')]",2,False,0.0,1,YouTube,Affiliate
3226,[np.str_('YouTube')],1,False,0.0,7,YouTube,YouTube
3227,"[np.str_('Affiliate'), np.str_('YouTube'), np.str_('Programmatic Display')]",3,True,1401.88,3,Affiliate,Programmatic Display
3228,"[np.str_('Meta Ads'), np.str_('Google Search')]",2,False,0.0,1,Meta Ads,Google Search
3229,[np.str_('Affiliate')],1,False,0.0,30,Affiliate,Affiliate
3230,"[np.str_('Meta Ads'), np.str_('Google Search'), np.str_('Google Search')]",3,True,1498.83,14,Meta Ads,Google Search
3231,[np.str_('Affiliate')],1,False,0.0,7,Affiliate,Affiliate
3232,[np.str_('YouTube')],1,False,0.0,1,YouTube,YouTube
3233,"[np.str_('YouTube'), np.str_('Google Search')]",2,True,2043.31,3,YouTube,Google Search
3234,"[np.str_('YouTube'), np.str_('Programmatic Display'), np.str_('Meta Ads')]",3,True,1684.29,0,YouTube,Meta Ads
3235,"[np.str_('Meta Ads'), np.str_('Programmatic Display'), np.str_('Google Search')]",3,True,1291.81,1,Meta Ads,Google Search
3236,"[np.str_('YouTube'), np.str_('Google Search'), np.str_('Affiliate')]",3,False,0.0,1,YouTube,Affiliate
3237,"[np.str_('Affiliate'), np.str_('Programmatic Display'), np.str_('Programmatic Display'), np.str_('YouTube')]",4,False,0.0,1,Affiliate,YouTube
3238,"[np.str_('Meta Ads'), np.str_('Affiliate'), np.str_('Affiliate')]",3,True,2276.2,30,Meta Ads,Affiliate
3239,[np.str_('Programmatic Display')],1,False,0.0,1,Programmatic Display,Programmatic Display
3240,[np.str_('Programmatic Display')],1,False,0.0,0,Programmatic Display,Programmatic Display
3241,"[np.str_('Google Search'), np.str_('Programmatic Display')]",2,False,0.0,3,Google Search,Programmatic Display
3242,"[np.str_('YouTube'), np.str_('Google Search'), np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Affiliate')]",5,True,3011.86,1,YouTube,Affiliate
3243,"[np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Programmatic Display')]",3,False,0.0,30,YouTube,Programmatic Display
3244,"[np.str_('YouTube'), np.str_('Affiliate')]",2,False,0.0,1,YouTube,Affiliate
3245,"[np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('Google Search')]",3,False,0.0,7,Programmatic Display,Google Search
3246,"[np.str_('Programmatic Display'), np.str_('Google Search')]",2,False,0.0,14,Programmatic Display,Google Search
3247,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Affiliate')]",3,False,0.0,30,YouTube,Affiliate
3248,"[np.str_('YouTube'), np.str_('Affiliate'), np.str_('Google Search'), np.str_('Meta Ads')]",4,False,0.0,1,YouTube,Meta Ads
3249,"[np.str_('YouTube'), np.str_('Affiliate')]",2,False,0.0,0,YouTube,Affiliate
3250,[np.str_('YouTube')],1,False,0.0,30,YouTube,YouTube
3251,[np.str_('YouTube')],1,False,0.0,14,YouTube,YouTube
3252,[np.str_('Google Search')],1,False,0.0,7,Google Search,Google Search
3253,"[np.str_('Affiliate'), np.str_('Google Search')]",2,True,1592.06,3,Affiliate,Google Search
3254,"[np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('YouTube'), np.str_('Affiliate')]",4,False,0.0,3,Meta Ads,Affiliate
3255,"[np.str_('Meta Ads'), np.str_('Programmatic Display'), np.str_('Meta Ads')]",3,True,2651.62,7,Meta Ads,Meta Ads
3256,"[np.str_('Affiliate'), np.str_('Programmatic Display'), np.str_('YouTube')]",3,False,0.0,1,Affiliate,YouTube
3257,"[np.str_('Meta Ads'), np.str_('Google Search')]",2,False,0.0,7,Meta Ads,Google Search
3258,"[np.str_('Affiliate'), np.str_('Meta Ads'), np.str_('Meta Ads')]",3,False,0.0,1,Affiliate,Meta Ads
3259,[np.str_('Google Search')],1,False,0.0,7,Google Search,Google Search
3260,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Affiliate')]",3,False,0.0,0,YouTube,Affiliate
3261,"[np.str_('Affiliate'), np.str_('Affiliate'), np.str_('YouTube'), np.str_('Affiliate'), np.str_('Affiliate')]",5,True,1559.44,14,Affiliate,Affiliate
3262,[np.str_('Meta Ads')],1,True,1286.87,0,Meta Ads,Meta Ads
3263,"[np.str_('Meta Ads'), np.str_('Programmatic Display'), np.str_('Google Search'), np.str_('Programmatic Display')]",4,False,0.0,3,Meta Ads,Programmatic Display
3264,"[np.str_('Programmatic Display'), np.str_('Programmatic Display'), np.str_('Meta Ads')]",3,False,0.0,7,Programmatic Display,Meta Ads
3265,[np.str_('Meta Ads')],1,True,1791.64,7,Meta Ads,Meta Ads
3266,"[np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('YouTube'), np.str_('YouTube')]",5,False,0.0,7,YouTube,YouTube
3267,"[np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('YouTube')]",4,False,0.0,7,Programmatic Display,YouTube
3268,"[np.str_('Programmatic Display'), np.str_('Programmatic Display')]",2,True,2284.57,1,Programmatic Display,Programmatic Display
3269,[np.str_('Meta Ads')],1,False,0.0,7,Meta Ads,Meta Ads
3270,"[np.str_('Meta Ads'), np.str_('Programmatic Display'), np.str_('Affiliate')]",3,True,2375.68,3,Meta Ads,Affiliate
3271,[np.str_('Affiliate')],1,False,0.0,14,Affiliate,Affiliate
3272,"[np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('YouTube'), np.str_('Affiliate')]",4,False,0.0,7,Programmatic Display,Affiliate
3273,[np.str_('Meta Ads')],1,False,0.0,3,Meta Ads,Meta Ads
3274,"[np.str_('Google Search'), np.str_('YouTube'), np.str_('Affiliate')]",3,False,0.0,3,Google Search,Affiliate
3275,"[np.str_('Meta Ads'), np.str_('Programmatic Display'), np.str_('Google Search')]",3,True,1503.42,3,Meta Ads,Google Search
3276,"[np.str_('Meta Ads'), np.str_('Google Search')]",2,False,0.0,1,Meta Ads,Google Search
3277,"[np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('YouTube')]",3,True,2271.65,14,Programmatic Display,YouTube
3278,"[np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Affiliate')]",3,True,944.01,3,Google Search,Affiliate
3279,"[np.str_('Meta Ads'), np.str_('Programmatic Display')]",2,True,1465.25,3,Meta Ads,Programmatic Display
3280,"[np.str_('Google Search'), np.str_('Affiliate')]",2,True,2167.75,14,Google Search,Affiliate
3281,"[np.str_('Meta Ads'), np.str_('Google Search')]",2,True,1295.77,3,Meta Ads,Google Search
3282,"[np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Affiliate')]",4,False,0.0,3,Programmatic Display,Affiliate
3283,"[np.str_('Meta Ads'), np.str_('Google Search')]",2,True,908.82,1,Meta Ads,Google Search
3284,[np.str_('Programmatic Display')],1,False,0.0,7,Programmatic Display,Programmatic Display
3285,"[np.str_('Google Search'), np.str_('Meta Ads'), np.str_('YouTube')]",3,False,0.0,3,Google Search,YouTube
3286,"[np.str_('YouTube'), np.str_('Programmatic Display')]",2,True,1489.87,1,YouTube,Programmatic Display
3287,[np.str_('YouTube')],1,True,1297.09,14,YouTube,YouTube
3288,"[np.str_('YouTube'), np.str_('Meta Ads')]",2,False,0.0,1,YouTube,Meta Ads
3289,"[np.str_('Affiliate'), np.str_('Google Search')]",2,False,0.0,1,Affiliate,Google Search
3290,"[np.str_('Affiliate'), np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('Affiliate')]",4,True,2869.72,14,Affiliate,Affiliate
3291,"[np.str_('Meta Ads'), np.str_('Google Search')]",2,True,2023.43,1,Meta Ads,Google Search
3292,"[np.str_('YouTube'), np.str_('Meta Ads')]",2,False,0.0,30,YouTube,Meta Ads
3293,"[np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Programmatic Display')]",3,False,0.0,7,Meta Ads,Programmatic Display
3294,"[np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Google Search')]",3,False,0.0,14,Google Search,Google Search
3295,"[np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('Meta Ads')]",3,False,0.0,3,Programmatic Display,Meta Ads
3296,"[np.str_('Affiliate'), np.str_('Affiliate')]",2,False,0.0,1,Affiliate,Affiliate
3297,"[np.str_('Google Search'), np.str_('Google Search')]",2,False,0.0,3,Google Search,Google Search
3298,"[np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('YouTube')]",3,False,0.0,0,Programmatic Display,YouTube
3299,[np.str_('Affiliate')],1,True,1837.81,3,Affiliate,Affiliate
3300,"[np.str_('Google Search'), np.str_('Google Search'), np.str_('Meta Ads'), np.str_('YouTube')]",4,False,0.0,14,Google Search,YouTube
3301,"[np.str_('Meta Ads'), np.str_('Google Search')]",2,False,0.0,1,Meta Ads,Google Search
3302,"[np.str_('YouTube'), np.str_('Google Search')]",2,True,1466.59,14,YouTube,Google Search
3303,"[np.str_('Meta Ads'), np.str_('Google Search')]",2,False,0.0,3,Meta Ads,Google Search
3304,"[np.str_('Google Search'), np.str_('YouTube'), np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('Affiliate')]",5,True,1837.11,1,Google Search,Affiliate
3305,"[np.str_('Programmatic Display'), np.str_('Google Search'), np.str_('Affiliate')]",3,True,2378.15,7,Programmatic Display,Affiliate
3306,"[np.str_('Meta Ads'), np.str_('Google Search'), np.str_('Google Search'), np.str_('Google Search')]",4,True,1141.43,1,Meta Ads,Google Search
3307,"[np.str_('Affiliate'), np.str_('Affiliate')]",2,False,0.0,7,Affiliate,Affiliate
3308,[np.str_('YouTube')],1,False,0.0,7,YouTube,YouTube
3309,"[np.str_('Programmatic Display'), np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('Google Search'), np.str_('Affiliate')]",5,True,1231.9,0,Programmatic Display,Affiliate
3310,"[np.str_('Meta Ads'), np.str_('Google Search')]",2,False,0.0,1,Meta Ads,Google Search
3311,"[np.str_('Google Search'), np.str_('Programmatic Display'), np.str_('Affiliate')]",3,True,2524.22,1,Google Search,Affiliate
3312,"[np.str_('YouTube'), np.str_('Meta Ads')]",2,False,0.0,7,YouTube,Meta Ads
3313,"[np.str_('YouTube'), np.str_('YouTube')]",2,False,0.0,3,YouTube,YouTube
3314,"[np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Affiliate')]",3,True,1409.74,14,YouTube,Affiliate
3315,"[np.str_('Programmatic Display'), np.str_('Google Search'), np.str_('Programmatic Display')]",3,True,2571.73,3,Programmatic Display,Programmatic Display
3316,[np.str_('Programmatic Display')],1,False,0.0,7,Programmatic Display,Programmatic Display
3317,"[np.str_('Meta Ads'), np.str_('Meta Ads')]",2,False,0.0,14,Meta Ads,Meta Ads
3318,"[np.str_('Programmatic Display'), np.str_('Affiliate'), np.str_('Meta Ads'), np.str_('Google Search')]",4,True,2259.11,3,Programmatic Display,Google Search
3319,"[np.str_('YouTube'), np.str_('Google Search')]",2,False,0.0,14,YouTube,Google Search
3320,"[np.str_('Meta Ads'), np.str_('Google Search'), np.str_('Google Search')]",3,True,2300.3,3,Meta Ads,Google Search
3321,[np.str_('Affiliate')],1,False,0.0,1,Affiliate,Affiliate
3322,"[np.str_('Affiliate'), np.str_('Meta Ads'), np.str_('Affiliate')]",3,True,1736.92,7,Affiliate,Affiliate
3323,"[np.str_('YouTube'), np.str_('Google Search')]",2,True,1615.19,7,YouTube,Google Search
3324,[np.str_('Meta Ads')],1,False,0.0,1,Meta Ads,Meta Ads
3325,"[np.str_('Meta Ads'), np.str_('YouTube'), np.str_('Google Search')]",3,False,0.0,30,Meta Ads,Google Search
3326,"[np.str_('Programmatic Display'), np.str_('Affiliate')]",2,True,1879.61,1,Programmatic Display,Affiliate
3327,[np.str_('Programmatic Display')],1,True,1483.03,0,Programmatic Display,Programmatic Display
3328,[np.str_('Google Search')],1,False,0.0,1,Google Search,Google Search
3329,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Affiliate')]",3,True,2309.18,0,YouTube,Affiliate
3330,[np.str_('Google Search')],1,False,0.0,3,Google Search,Google Search
3331,"[np.str_('Programmatic Display'), np.str_('Affiliate')]",2,True,1781.43,3,Programmatic Display,Affiliate
3332,"[np.str_('Meta Ads'), np.str_('YouTube'), np.str_('Affiliate')]",3,True,1986.05,3,Meta Ads,Affiliate
3333,"[np.str_('Meta Ads'), np.str_('Programmatic Display'), np.str_('Google Search'), np.str_('Programmatic Display')]",4,False,0.0,30,Meta Ads,Programmatic Display
3334,[np.str_('YouTube')],1,False,0.0,30,YouTube,YouTube
3335,"[np.str_('YouTube'), np.str_('Affiliate')]",2,False,0.0,1,YouTube,Affiliate
3336,"[np.str_('Affiliate'), np.str_('Programmatic Display'), np.str_('Google Search')]",3,True,1660.68,1,Affiliate,Google Search
3337,[np.str_('Google Search')],1,True,2295.69,14,Google Search,Google Search
3338,[np.str_('Affiliate')],1,False,0.0,3,Affiliate,Affiliate
3339,"[np.str_('Programmatic Display'), np.str_('Google Search')]",2,False,0.0,0,Programmatic Display,Google Search
3340,"[np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Affiliate')]",3,False,0.0,3,YouTube,Affiliate
3341,[np.str_('Google Search')],1,False,0.0,0,Google Search,Google Search
3342,"[np.str_('Programmatic Display'), np.str_('Google Search')]",2,False,0.0,7,Programmatic Display,Google Search
3343,"[np.str_('YouTube'), np.str_('Programmatic Display'), np.str_('Google Search')]",3,False,0.0,0,YouTube,Google Search
3344,"[np.str_('Meta Ads'), np.str_('Google Search')]",2,False,0.0,3,Meta Ads,Google Search
3345,[np.str_('Meta Ads')],1,False,0.0,1,Meta Ads,Meta Ads
3346,"[np.str_('Google Search'), np.str_('Meta Ads'), np.str_('YouTube'), np.str_('YouTube'), np.str_('Meta Ads')]",5,False,0.0,1,Google Search,Meta Ads
3347,"[np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('Affiliate'), np.str_('Affiliate')]",4,True,2409.49,1,Programmatic Display,Affiliate
3348,"[np.str_('Affiliate'), np.str_('Meta Ads')]",2,False,0.0,1,Affiliate,Meta Ads
3349,"[np.str_('Affiliate'), np.str_('YouTube'), np.str_('Google Search')]",3,False,0.0,1,Affiliate,Google Search
3350,[np.str_('Google Search')],1,False,0.0,3,Google Search,Google Search
3351,"[np.str_('Google Search'), np.str_('Google Search'), np.str_('Google Search')]",3,True,1067.99,0,Google Search,Google Search
3352,"[np.str_('Programmatic Display'), np.str_('Google Search')]",2,True,1836.83,1,Programmatic Display,Google Search
3353,"[np.str_('YouTube'), np.str_('Programmatic Display'), np.str_('Programmatic Display')]",3,False,0.0,7,YouTube,Programmatic Display
3354,"[np.str_('YouTube'), np.str_('Affiliate'), np.str_('Programmatic Display'), np.str_('Meta Ads')]",4,True,2142.5,7,YouTube,Meta Ads
3355,"[np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Affiliate')]",3,True,1441.96,1,Meta Ads,Affiliate
3356,[np.str_('Programmatic Display')],1,False,0.0,0,Programmatic Display,Programmatic Display
3357,"[np.str_('Google Search'), np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Google Search'), np.str_('Affiliate')]",5,False,0.0,7,Google Search,Affiliate
3358,"[np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Google Search')]",3,False,0.0,0,Google Search,Google Search
3359,[np.str_('Meta Ads')],1,True,1868.67,14,Meta Ads,Meta Ads
3360,"[np.str_('YouTube'), np.str_('Google Search')]",2,True,978.24,0,YouTube,Google Search
3361,"[np.str_('Programmatic Display'), np.str_('Meta Ads')]",2,False,0.0,7,Programmatic Display,Meta Ads
3362,"[np.str_('YouTube'), np.str_('Google Search'), np.str_('Affiliate')]",3,True,2589.34,1,YouTube,Affiliate
3363,[np.str_('Google Search')],1,False,0.0,1,Google Search,Google Search
3364,"[np.str_('Meta Ads'), np.str_('Meta Ads')]",2,True,1953.38,30,Meta Ads,Meta Ads
3365,"[np.str_('Affiliate'), np.str_('Programmatic Display')]",2,True,2248.71,1,Affiliate,Programmatic Display
3366,"[np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Meta Ads')]",3,False,0.0,1,Google Search,Meta Ads
3367,[np.str_('YouTube')],1,False,0.0,30,YouTube,YouTube
3368,"[np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Google Search')]",4,True,1969.06,3,Programmatic Display,Google Search
3369,"[np.str_('Meta Ads'), np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Affiliate'), np.str_('Meta Ads')]",5,False,0.0,3,Meta Ads,Meta Ads
3370,"[np.str_('Programmatic Display'), np.str_('Google Search')]",2,False,0.0,14,Programmatic Display,Google Search
3371,[np.str_('YouTube')],1,False,0.0,1,YouTube,YouTube
3372,"[np.str_('Meta Ads'), np.str_('YouTube'), np.str_('YouTube')]",3,False,0.0,14,Meta Ads,YouTube
3373,"[np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Google Search')]",3,True,1799.79,14,Google Search,Google Search
3374,"[np.str_('Google Search'), np.str_('Google Search')]",2,True,2508.25,3,Google Search,Google Search
3375,"[np.str_('YouTube'), np.str_('Affiliate'), np.str_('Affiliate')]",3,False,0.0,0,YouTube,Affiliate
3376,"[np.str_('Affiliate'), np.str_('YouTube')]",2,True,1421.59,3,Affiliate,YouTube
3377,[np.str_('Meta Ads')],1,True,1389.29,7,Meta Ads,Meta Ads
3378,"[np.str_('Meta Ads'), np.str_('Programmatic Display')]",2,True,2166.77,1,Meta Ads,Programmatic Display
3379,"[np.str_('YouTube'), np.str_('Google Search')]",2,True,1491.89,14,YouTube,Google Search
3380,"[np.str_('Affiliate'), np.str_('Google Search'), np.str_('Google Search')]",3,True,1558.72,1,Affiliate,Google Search
3381,"[np.str_('Meta Ads'), np.str_('YouTube'), np.str_('Google Search')]",3,True,1359.54,0,Meta Ads,Google Search
3382,"[np.str_('YouTube'), np.str_('Google Search'), np.str_('Affiliate')]",3,True,2530.7,3,YouTube,Affiliate
3383,"[np.str_('Google Search'), np.str_('Google Search')]",2,True,2244.76,7,Google Search,Google Search
3384,"[np.str_('YouTube'), np.str_('YouTube')]",2,True,1223.33,3,YouTube,YouTube
3385,"[np.str_('YouTube'), np.str_('Google Search'), np.str_('Google Search'), np.str_('Affiliate')]",4,False,0.0,30,YouTube,Affiliate
3386,"[np.str_('YouTube'), np.str_('YouTube')]",2,False,0.0,3,YouTube,YouTube
3387,"[np.str_('Meta Ads'), np.str_('Programmatic Display'), np.str_('YouTube')]",3,False,0.0,1,Meta Ads,YouTube
3388,"[np.str_('Programmatic Display'), np.str_('Google Search'), np.str_('Affiliate')]",3,True,1853.71,7,Programmatic Display,Affiliate
3389,"[np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('Affiliate')]",3,False,0.0,3,Programmatic Display,Affiliate
3390,"[np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('Meta Ads')]",3,True,1963.08,1,Programmatic Display,Meta Ads
3391,[np.str_('Programmatic Display')],1,False,0.0,7,Programmatic Display,Programmatic Display
3392,"[np.str_('Meta Ads'), np.str_('YouTube'), np.str_('Meta Ads')]",3,False,0.0,3,Meta Ads,Meta Ads
