date,channel,spend,impressions,clicks,conversions,revenue,ctr,cvr,cpc,roas,cost_per_conversion,seasonality_factor,day_of_week,month,year,week_number,is_weekend,anomaly_type
2023-08-29,Programmatic Display,3091.43,72133,319,2,4275.72,0.00442,0.00627,9.69,1.383,1545.72,0.95,Tuesday,8,2023,35,0,None
2023-08-29,YouTube,1463.39,6585,92,1,2038.65,0.01397,0.01087,15.91,1.393,1463.39,0.95,Tuesday,8,2023,35,0,None
2023-08-29,Affiliate,1554.45,62178,2438,122,115156.15,0.03921,0.05004,0.64,74.081,12.74,0.95,Tuesday,8,2023,35,0,None
2023-08-30,Google Search,4634.25,2265,135,7,13945.39,0.0596,0.05185,34.33,3.009,662.04,0.95,Wednesday,8,2023,35,0,None
2023-08-30,Meta Ads,4818.68,9465,187,3,5413.67,0.01976,0.01604,25.77,1.123,1606.23,0.95,Wednesday,8,2023,35,0,None
2023-08-30,Programmatic Display,3455.01,80616,260,3,3688.19,0.00323,0.01154,13.29,1.067,1151.67,0.95,Wednesday,8,2023,35,0,None
2023-08-30,YouTube,3039.88,13679,218,3,5616.0,0.01594,0.01376,13.94,1.847,1013.29,0.95,Wednesday,8,2023,35,0,None
2023-08-30,Affiliate,1600.03,64001,2255,137,298389.64,0.03523,0.06075,0.71,186.49,11.68,0.95,Wednesday,8,2023,35,0,None
2023-08-31,Google Search,6341.21,3100,186,10,23637.81,0.06,0.05376,34.09,3.728,634.12,0.95,Thursday,8,2023,35,0,None
2023-08-31,Meta Ads,3056.22,6003,95,2,3443.82,0.01583,0.02105,32.17,1.127,1528.11,0.95,Thursday,8,2023,35,0,None
2023-08-31,Programmatic Display,2213.34,51644,391,4,7768.1,0.00757,0.01023,5.66,3.51,553.34,0.95,Thursday,8,2023,35,0,None
2023-08-31,YouTube,5477.39,24648,355,7,10567.63,0.0144,0.01972,15.43,1.929,782.48,0.95,Thursday,8,2023,35,0,Budget Spike
2023-08-31,Affiliate,1911.86,76474,3456,238,552420.7,0.04519,0.06887,0.55,288.945,8.03,0.95,Thursday,8,2023,35,0,None
2023-09-01,Google Search,5151.28,2518,121,3,7486.86,0.04805,0.02479,42.57,1.453,1717.09,1.15,Friday,9,2023,35,0,None
2023-09-01,Meta Ads,4199.09,8248,310,6,11636.59,0.03758,0.01935,13.55,2.771,699.85,1.15,Friday,9,2023,35,0,None
2023-09-01,Programmatic Display,2803.05,65404,306,2,2664.82,0.00468,0.00654,9.16,0.951,1401.53,1.15,Friday,9,2023,35,0,None
2023-09-01,YouTube,2113.46,9510,127,1,2065.51,0.01335,0.00787,16.64,0.977,2113.46,1.15,Friday,9,2023,35,0,None
2023-09-01,Affiliate,2943.62,117744,5396,337,359680.31,0.04583,0.06245,0.55,122.19,8.73,1.15,Friday,9,2023,35,0,None
2023-09-02,Google Search,6726.71,3288,189,10,20761.37,0.05748,0.05291,35.59,3.086,672.67,1.15,Saturday,9,2023,35,1,None
2023-09-02,Meta Ads,4044.76,7945,183,6,11606.98,0.02303,0.03279,22.1,2.87,674.13,1.15,Saturday,9,2023,35,1,None
2023-09-02,Programmatic Display,1972.99,46036,143,1,1365.57,0.00311,0.00699,13.8,0.692,1972.99,1.15,Saturday,9,2023,35,1,None
2023-09-02,YouTube,1971.23,8870,88,1,1674.77,0.00992,0.01136,22.4,0.85,1971.23,1.15,Saturday,9,2023,35,1,None
2023-09-02,Affiliate,1216.61,48664,1188,51,111227.91,0.02441,0.04293,1.02,91.425,23.86,1.15,Saturday,9,2023,35,1,None
2023-09-03,Google Search,5164.54,2524,173,8,12887.09,0.06854,0.04624,29.85,2.495,645.57,1.15,Sunday,9,2023,35,1,None
2023-09-03,Meta Ads,3987.83,7833,215,4,5086.5,0.02745,0.0186,18.55,1.276,996.96,1.15,Sunday,9,2023,35,1,None
2023-09-03,Programmatic Display,2589.84,60429,444,3,6325.84,0.00735,0.00676,5.83,2.443,863.28,1.15,Sunday,9,2023,35,1,None
2023-09-03,YouTube,2119.15,9536,142,3,7319.92,0.01489,0.02113,14.92,3.454,706.38,1.15,Sunday,9,2023,35,1,None
2023-09-03,Affiliate,939.66,37586,1808,110,202986.86,0.0481,0.06084,0.52,216.021,8.54,1.15,Sunday,9,2023,35,1,None
2023-09-04,Google Search,6880.55,3363,176,6,13345.98,0.05233,0.03409,39.09,1.94,1146.76,1.15,Monday,9,2023,36,0,None
2023-09-04,Meta Ads,3649.14,7167,153,4,9564.76,0.02135,0.02614,23.85,2.621,912.29,1.15,Monday,9,2023,36,0,None
2023-09-04,Programmatic Display,4189.17,97747,428,6,12458.06,0.00438,0.01402,9.79,2.974,698.19,1.15,Monday,9,2023,36,0,None
2023-09-04,YouTube,3084.22,13878,119,1,1742.11,0.00857,0.0084,25.92,0.565,3084.22,1.15,Monday,9,2023,36,0,None
2023-09-04,Affiliate,2615.0,104600,3242,160,249658.25,0.03099,0.04935,0.81,95.472,16.34,1.15,Monday,9,2023,36,0,None
2023-09-05,Google Search,4965.97,2427,118,6,9144.11,0.04862,0.05085,42.08,1.841,827.66,1.15,Tuesday,9,2023,36,0,None
2023-09-05,Meta Ads,25738.11,50557,1899,33,31792.66,0.03756,0.01738,13.55,1.235,779.94,1.15,Tuesday,9,2023,36,0,Budget Spike
2023-09-05,Programmatic Display,3291.84,76809,438,4,4159.66,0.0057,0.00913,7.52,1.264,822.96,1.15,Tuesday,9,2023,36,0,None
2023-09-05,YouTube,1787.79,8045,128,1,1826.38,0.01591,0.00781,13.97,1.022,1787.79,1.15,Tuesday,9,2023,36,0,None
2023-09-05,Affiliate,1449.12,57964,1683,98,178265.13,0.02904,0.05823,0.86,123.017,14.79,1.15,Tuesday,9,2023,36,0,None
2023-09-06,Google Search,5153.8,2519,116,5,5089.6,0.04605,0.0431,44.43,0.988,1030.76,1.15,Wednesday,9,2023,36,0,None
2023-09-06,Meta Ads,5179.03,10173,342,6,13793.52,0.03362,0.01754,15.14,2.663,863.17,1.15,Wednesday,9,2023,36,0,None
2023-09-06,Programmatic Display,4451.76,103874,514,6,11526.12,0.00495,0.01167,8.66,2.589,741.96,1.15,Wednesday,9,2023,36,0,None
2023-09-06,YouTube,2966.95,13351,167,1,2022.34,0.01251,0.00599,17.77,0.682,2966.95,1.15,Wednesday,9,2023,36,0,None
2023-09-06,Affiliate,1917.86,76714,2303,94,129699.45,0.03002,0.04082,0.83,67.627,20.4,1.15,Wednesday,9,2023,36,0,None
2023-09-07,Google Search,8641.42,4224,256,11,9376.42,0.06061,0.04297,33.76,1.085,785.58,1.15,Thursday,9,2023,36,0,None
2023-09-07,Meta Ads,5789.83,11372,177,4,6932.74,0.01556,0.0226,32.71,1.197,1447.46,1.15,Thursday,9,2023,36,0,None
2023-09-07,Programmatic Display,2783.97,64959,406,4,3204.87,0.00625,0.00985,6.86,1.151,695.99,1.15,Thursday,9,2023,36,0,None
2023-09-07,YouTube,3784.9,17032,143,1,2476.79,0.0084,0.00699,26.47,0.654,3784.9,1.15,Thursday,9,2023,36,0,None
2023-09-07,Affiliate,1641.6,65664,1524,104,234287.74,0.02321,0.06824,1.08,142.719,15.78,1.15,Thursday,9,2023,36,0,None
2023-09-08,Google Search,5353.42,2617,131,7,16380.73,0.05006,0.05344,40.87,3.06,764.77,1.15,Friday,9,2023,36,0,None
2023-09-08,Meta Ads,5303.88,10418,255,5,10184.42,0.02448,0.01961,20.8,1.92,1060.78,1.15,Friday,9,2023,36,0,None
2023-09-08,Programmatic Display,3457.5,80674,322,2,2301.09,0.00399,0.00621,10.74,0.666,1728.75,1.15,Friday,9,2023,36,0,None
2023-09-08,YouTube,3381.51,15216,204,3,5928.51,0.01341,0.01471,16.58,1.753,1127.17,1.15,Friday,9,2023,36,0,None
2023-09-08,Affiliate,1828.44,73137,1610,94,206353.59,0.02201,0.05839,1.14,112.858,19.45,1.15,Friday,9,2023,36,0,None
2023-09-09,Google Search,6097.97,2981,178,5,4115.94,0.05971,0.02809,34.26,0.675,1219.59,1.15,Saturday,9,2023,36,1,None
2023-09-09,Meta Ads,3679.05,7226,197,4,5991.55,0.02726,0.0203,18.68,1.629,919.76,1.15,Saturday,9,2023,36,1,None
2023-09-09,Programmatic Display,2282.98,53269,212,1,1136.82,0.00398,0.00472,10.77,0.498,2282.98,1.15,Saturday,9,2023,36,1,None
2023-09-09,YouTube,1261.53,5676,58,0,0.0,0.01022,0.0,21.75,0.0,0.0,1.15,Saturday,9,2023,36,1,None
2023-09-09,Affiliate,5446.33,217853,4566,354,820050.34,0.02096,0.07753,1.19,150.569,15.39,1.15,Saturday,9,2023,36,1,Budget Spike
2023-09-10,Google Search,5452.38,2665,175,5,4459.4,0.06567,0.02857,31.16,0.818,1090.48,1.15,Sunday,9,2023,36,1,None
2023-09-10,Meta Ads,3621.72,7114,264,4,8794.01,0.03711,0.01515,13.72,2.428,905.43,1.15,Sunday,9,2023,36,1,None
2023-09-10,Programmatic Display,1791.81,41808,156,1,2162.79,0.00373,0.00641,11.49,1.207,1791.81,1.15,Sunday,9,2023,36,1,None
2023-09-10,YouTube,1829.45,8232,149,3,4901.32,0.0181,0.02013,12.28,2.679,609.82,1.15,Sunday,9,2023,36,1,None
2023-09-10,Affiliate,1126.94,45077,1265,91,79629.32,0.02806,0.07194,0.89,70.66,12.38,1.15,Sunday,9,2023,36,1,None
2023-09-11,Google Search,9605.59,4696,337,14,22914.75,0.07176,0.04154,28.5,2.386,686.11,1.15,Monday,9,2023,37,0,None
2023-09-11,Meta Ads,6819.07,13394,201,3,5870.97,0.01501,0.01493,33.93,0.861,2273.02,1.15,Monday,9,2023,37,0,None
2023-09-11,Programmatic Display,2273.48,53047,268,3,6031.57,0.00505,0.01119,8.48,2.653,757.83,1.15,Monday,9,2023,37,0,None
2023-09-11,YouTube,2205.79,9926,171,2,4394.12,0.01723,0.0117,12.9,1.992,1102.9,1.15,Monday,9,2023,37,0,None
2023-09-11,Affiliate,2421.68,96867,2917,147,148060.11,0.03011,0.05039,0.83,61.139,16.47,1.15,Monday,9,2023,37,0,None
2023-09-12,Google Search,6318.66,3089,168,8,18657.13,0.05439,0.04762,37.61,2.953,789.83,1.15,Tuesday,9,2023,37,0,None
2023-09-12,Meta Ads,4235.0,8318,154,4,8156.32,0.01851,0.02597,27.5,1.926,1058.75,1.15,Tuesday,9,2023,37,0,None
2023-09-12,Programmatic Display,4476.95,104462,780,8,15503.14,0.00747,0.01026,5.74,3.463,559.62,1.15,Tuesday,9,2023,37,0,None
2023-09-12,YouTube,3521.16,15845,134,3,4006.16,0.00846,0.02239,26.28,1.138,1173.72,1.15,Tuesday,9,2023,37,0,None
2023-09-12,Affiliate,1536.63,61465,1736,71,107534.48,0.02824,0.0409,0.89,69.981,21.64,1.15,Tuesday,9,2023,37,0,None
2023-09-13,Google Search,8382.98,4098,268,9,21059.5,0.0654,0.03358,31.28,2.512,931.44,1.15,Wednesday,9,2023,37,0,None
2023-09-13,Meta Ads,5443.06,10691,213,4,7880.39,0.01992,0.01878,25.55,1.448,1360.77,1.15,Wednesday,9,2023,37,0,None
2023-09-13,Programmatic Display,2931.7,68406,472,6,9423.27,0.0069,0.01271,6.21,3.214,488.62,1.15,Wednesday,9,2023,37,0,None
2023-09-13,YouTube,3627.11,16321,184,2,1997.13,0.01127,0.01087,19.71,0.551,1813.55,1.15,Wednesday,9,2023,37,0,None
2023-09-13,Affiliate,1701.27,68050,2290,174,170105.28,0.03365,0.07598,0.74,99.987,9.78,1.15,Wednesday,9,2023,37,0,None
2023-09-14,Google Search,7669.36,3749,235,9,18775.04,0.06268,0.0383,32.64,2.448,852.15,1.15,Thursday,9,2023,37,0,None
2023-09-14,Meta Ads,4399.85,8642,138,4,6247.56,0.01597,0.02899,31.88,1.42,1099.96,1.15,Thursday,9,2023,37,0,None
2023-09-14,Programmatic Display,3894.38,90868,487,5,7878.77,0.00536,0.01027,8.0,2.023,778.88,1.15,Thursday,9,2023,37,0,None
2023-09-14,YouTube,3575.85,16091,291,6,8987.15,0.01808,0.02062,12.29,2.513,595.97,1.15,Thursday,9,2023,37,0,None
2023-09-14,Affiliate,1639.4,65575,2343,169,236754.08,0.03573,0.07213,0.7,144.415,9.7,1.15,Thursday,9,2023,37,0,None
2023-09-15,Google Search,7424.11,3629,161,8,7745.97,0.04436,0.04969,46.11,1.043,928.01,1.15,Friday,9,2023,37,0,None
2023-09-15,Meta Ads,4298.11,8442,333,6,5217.98,0.03945,0.01802,12.91,1.214,716.35,1.15,Friday,9,2023,37,0,None
2023-09-15,Programmatic Display,4103.95,95758,335,4,3411.99,0.0035,0.01194,12.25,0.831,1025.99,1.15,Friday,9,2023,37,0,None
2023-09-15,YouTube,3907.81,17585,211,2,3234.2,0.012,0.00948,18.52,0.828,1953.91,1.15,Friday,9,2023,37,0,None
2023-09-15,Affiliate,2167.47,86698,2402,187,203566.23,0.02771,0.07785,0.9,93.919,11.59,1.15,Friday,9,2023,37,0,None
2023-09-16,Google Search,7048.06,3445,199,9,13864.51,0.05776,0.04523,35.42,1.967,783.12,1.15,Saturday,9,2023,37,1,None
2023-09-16,Meta Ads,3742.11,7350,236,7,8574.51,0.03211,0.02966,15.86,2.291,534.59,1.15,Saturday,9,2023,37,1,None
2023-09-16,Programmatic Display,2626.44,61283,279,1,1163.46,0.00455,0.00358,9.41,0.443,2626.44,1.15,Saturday,9,2023,37,1,None
2023-09-16,YouTube,1625.54,7314,116,2,4080.91,0.01586,0.01724,14.01,2.51,812.77,1.15,Saturday,9,2023,37,1,None
2023-09-16,Affiliate,1068.5,42740,1537,117,110116.41,0.03596,0.07612,0.7,103.057,9.13,1.15,Saturday,9,2023,37,1,None
2023-09-17,Google Search,3569.52,1745,110,5,12400.23,0.06304,0.04545,32.45,3.474,713.9,1.15,Sunday,9,2023,37,1,None
2023-09-17,Meta Ads,3141.61,6171,207,6,9896.11,0.03354,0.02899,15.18,3.15,523.6,1.15,Sunday,9,2023,37,1,None
2023-09-17,Programmatic Display,2147.49,50108,316,2,2553.57,0.00631,0.00633,6.8,1.189,1073.74,1.15,Sunday,9,2023,37,1,None
2023-09-17,YouTube,2304.9,10372,119,2,2000.99,0.01147,0.01681,19.37,0.868,1152.45,1.15,Sunday,9,2023,37,1,None
2023-09-17,Affiliate,1553.97,62158,1243,56,133680.18,0.02,0.04505,1.25,86.025,27.75,1.15,Sunday,9,2023,37,1,None
2023-09-18,Google Search,8906.64,4354,343,14,27418.76,0.07878,0.04082,25.97,3.078,636.19,1.15,Monday,9,2023,38,0,None
2023-09-18,Meta Ads,3539.7,6952,271,6,7736.37,0.03898,0.02214,13.06,2.186,589.95,1.15,Monday,9,2023,38,0,None
2023-09-18,Programmatic Display,2701.08,63025,488,2,2632.66,0.00774,0.0041,5.53,0.975,1350.54,1.15,Monday,9,2023,38,0,None
2023-09-18,YouTube,4104.3,18469,203,3,6601.39,0.01099,0.01478,20.22,1.608,1368.1,1.15,Monday,9,2023,38,0,None
2023-09-18,Affiliate,1365.93,54637,1752,124,302155.04,0.03207,0.07078,0.78,221.208,11.02,1.15,Monday,9,2023,38,0,None
2023-09-19,Google Search,4959.62,2424,143,5,7087.11,0.05899,0.03497,34.68,1.429,991.92,1.15,Tuesday,9,2023,38,0,None
2023-09-19,Meta Ads,3516.17,6906,244,7,11388.06,0.03533,0.02869,14.41,3.239,502.31,1.15,Tuesday,9,2023,38,0,None
2023-09-19,Programmatic Display,3259.6,76057,337,2,4083.75,0.00443,0.00593,9.67,1.253,1629.8,1.15,Tuesday,9,2023,38,0,None
2023-09-19,YouTube,1777.78,8000,113,1,2284.77,0.01413,0.00885,15.73,1.285,1777.78,1.15,Tuesday,9,2023,38,0,None
2023-09-19,Affiliate,1776.84,71073,1863,102,136513.07,0.02621,0.05475,0.95,76.829,17.42,1.15,Tuesday,9,2023,38,0,None
2023-09-20,Google Search,7953.65,3888,185,7,16749.7,0.04758,0.03784,42.99,2.106,1136.24,1.15,Wednesday,9,2023,38,0,None
2023-09-20,Meta Ads,4351.94,8548,182,3,2698.54,0.02129,0.01648,23.91,0.62,1450.65,1.15,Wednesday,9,2023,38,0,None
2023-09-20,Programmatic Display,2953.41,68912,212,2,2890.17,0.00308,0.00943,13.93,0.979,1476.7,1.15,Wednesday,9,2023,38,0,None
2023-09-20,YouTube,2840.49,12782,150,2,4093.57,0.01174,0.01333,18.94,1.441,1420.25,1.15,Wednesday,9,2023,38,0,None
2023-09-20,Affiliate,2615.24,104609,3220,145,261270.25,0.03078,0.04503,0.81,99.903,18.04,1.15,Wednesday,9,2023,38,0,None
2023-09-21,Google Search,7279.93,3559,206,11,19840.97,0.05788,0.0534,35.34,2.725,661.81,1.15,Thursday,9,2023,38,0,None
2023-09-21,Meta Ads,4128.91,8110,249,4,8029.18,0.0307,0.01606,16.58,1.945,1032.23,1.15,Thursday,9,2023,38,0,None
2023-09-21,Programmatic Display,3941.08,91958,465,3,5814.0,0.00506,0.00645,8.48,1.475,1313.69,1.15,Thursday,9,2023,38,0,None
2023-09-21,YouTube,2310.81,10398,198,4,3272.56,0.01904,0.0202,11.67,1.416,577.7,1.15,Thursday,9,2023,38,0,None
2023-09-21,Affiliate,2243.75,89750,4110,205,505888.78,0.04579,0.04988,0.55,225.465,10.95,1.15,Thursday,9,2023,38,0,None
2023-09-22,Google Search,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,Friday,9,2023,38,0,Zero Traffic
2023-09-22,Meta Ads,5518.1,10839,328,9,12439.87,0.03026,0.02744,16.82,2.254,613.12,1.15,Friday,9,2023,38,0,None
2023-09-22,Programmatic Display,2566.84,59893,401,4,6072.63,0.0067,0.00998,6.4,2.366,641.71,1.15,Friday,9,2023,38,0,None
2023-09-22,YouTube,2547.69,11464,137,3,6855.13,0.01195,0.0219,18.6,2.691,849.23,1.15,Friday,9,2023,38,0,None
2023-09-22,Affiliate,1814.37,72574,1490,64,106730.73,0.02053,0.04295,1.22,58.825,28.35,1.15,Friday,9,2023,38,0,None
2023-09-23,Google Search,7166.36,3503,150,5,10556.25,0.04282,0.03333,47.78,1.473,1433.27,1.15,Saturday,9,2023,38,1,None
2023-09-23,Meta Ads,5336.98,10483,374,11,13643.96,0.03568,0.02941,14.27,2.556,485.18,1.15,Saturday,9,2023,38,1,None
2023-09-23,Programmatic Display,3257.77,76014,243,1,1103.67,0.0032,0.00412,13.41,0.339,3257.77,1.15,Saturday,9,2023,38,1,None
2023-09-23,YouTube,1978.74,8904,100,1,1828.67,0.01123,0.01,19.79,0.924,1978.74,1.15,Saturday,9,2023,38,1,None
2023-09-23,Affiliate,1238.31,49532,2278,159,359054.03,0.04599,0.0698,0.54,289.954,7.79,1.15,Saturday,9,2023,38,1,None
2023-09-24,Google Search,4909.49,2400,138,4,8812.1,0.0575,0.02899,35.58,1.795,1227.37,1.15,Sunday,9,2023,38,1,None
2023-09-24,Meta Ads,2617.52,5141,188,4,8261.7,0.03657,0.02128,13.92,3.156,654.38,1.15,Sunday,9,2023,38,1,None
2023-09-24,Programmatic Display,2567.82,59915,318,4,6507.33,0.00531,0.01258,8.07,2.534,641.96,1.15,Sunday,9,2023,38,1,None
2023-09-24,YouTube,2083.72,9376,167,3,3316.97,0.01781,0.01796,12.48,1.592,694.57,1.15,Sunday,9,2023,38,1,None
2023-09-24,Affiliate,1516.59,60663,1302,96,166299.03,0.02146,0.07373,1.16,109.653,15.8,1.15,Sunday,9,2023,38,1,None
2023-09-25,Google Search,5378.28,2629,134,6,5327.19,0.05097,0.04478,40.14,0.991,896.38,1.15,Monday,9,2023,39,0,None
2023-09-25,Meta Ads,3939.41,7738,203,5,10490.69,0.02623,0.02463,19.41,2.663,787.88,1.15,Monday,9,2023,39,0,None
2023-09-25,Programmatic Display,3369.65,78625,478,2,2131.53,0.00608,0.00418,7.05,0.633,1684.82,1.15,Monday,9,2023,39,0,None
2023-09-25,YouTube,2930.82,13188,166,2,2371.25,0.01259,0.01205,17.66,0.809,1465.41,1.15,Monday,9,2023,39,0,None
2023-09-25,Affiliate,2076.07,83042,2943,137,263990.87,0.03544,0.04655,0.71,127.159,15.15,1.15,Monday,9,2023,39,0,None
2023-09-26,Google Search,8496.26,4153,221,10,9533.33,0.05321,0.04525,38.44,1.122,849.63,1.15,Tuesday,9,2023,39,0,None
2023-09-26,Meta Ads,5069.33,9957,388,11,23538.59,0.03897,0.02835,13.07,4.643,460.85,1.15,Tuesday,9,2023,39,0,None
2023-09-26,Programmatic Display,3679.14,85846,668,6,14301.66,0.00778,0.00898,5.51,3.887,613.19,1.15,Tuesday,9,2023,39,0,None
2023-09-26,YouTube,3403.48,15315,206,2,1612.65,0.01345,0.00971,16.52,0.474,1701.74,1.15,Tuesday,9,2023,39,0,None
2023-09-26,Affiliate,1380.3,55211,2728,147,230600.52,0.04941,0.05389,0.51,167.066,9.39,1.15,Tuesday,9,2023,39,0,None
2023-09-27,Google Search,5264.4,2573,182,8,16745.59,0.07073,0.04396,28.93,3.181,658.05,1.15,Wednesday,9,2023,39,0,None
2023-09-27,Meta Ads,3655.98,7181,109,1,1325.76,0.01518,0.00917,33.54,0.363,3655.98,1.15,Wednesday,9,2023,39,0,None
2023-09-27,Programmatic Display,2627.55,61309,278,1,1138.44,0.00453,0.0036,9.45,0.433,2627.55,1.15,Wednesday,9,2023,39,0,None
2023-09-27,YouTube,3015.63,13570,175,2,2303.25,0.0129,0.01143,17.23,0.764,1507.81,1.15,Wednesday,9,2023,39,0,None
2023-09-27,Affiliate,2273.47,90938,2308,155,272896.55,0.02538,0.06716,0.99,120.035,14.67,1.15,Wednesday,9,2023,39,0,None
2023-09-28,Google Search,8659.87,4233,188,9,13955.67,0.04441,0.04787,46.06,1.612,962.21,1.15,Thursday,9,2023,39,0,None
2023-09-28,Meta Ads,6594.62,12953,402,9,21839.26,0.03104,0.02239,16.4,3.312,732.74,1.15,Thursday,9,2023,39,0,None
2023-09-28,Programmatic Display,3186.37,74348,316,2,3368.61,0.00425,0.00633,10.08,1.057,1593.19,1.15,Thursday,9,2023,39,0,None
2023-09-28,YouTube,193.24,869,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,Thursday,9,2023,39,0,Budget Crash
2023-09-28,Affiliate,1473.03,58921,2327,153,371113.13,0.03949,0.06575,0.63,251.939,9.63,1.15,Thursday,9,2023,39,0,None
2023-09-29,Google Search,4776.0,2334,179,10,20249.97,0.07669,0.05587,26.68,4.24,477.6,1.15,Friday,9,2023,39,0,None
2023-09-29,Meta Ads,6101.17,11984,234,7,7206.95,0.01953,0.02991,26.07,1.181,871.6,1.15,Friday,9,2023,39,0,None
2023-09-29,Programmatic Display,3226.36,75281,295,4,9961.16,0.00392,0.01356,10.94,3.087,806.59,1.15,Friday,9,2023,39,0,None
2023-09-29,YouTube,2925.46,13164,154,2,4905.58,0.0117,0.01299,19.0,1.677,1462.73,1.15,Friday,9,2023,39,0,None
2023-09-29,Affiliate,1349.1,53964,1079,68,160283.01,0.01999,0.06302,1.25,118.807,19.84,1.15,Friday,9,2023,39,0,None
2023-09-30,Google Search,4741.42,2318,156,6,7372.46,0.0673,0.03846,30.39,1.555,790.24,1.15,Saturday,9,2023,39,1,None
2023-09-30,Meta Ads,4979.28,9780,258,8,12551.6,0.02638,0.03101,19.3,2.521,622.41,1.15,Saturday,9,2023,39,1,None
2023-09-30,Programmatic Display,2523.49,58881,183,1,2128.31,0.00311,0.00546,13.79,0.843,2523.49,1.15,Saturday,9,2023,39,1,None
2023-09-30,YouTube,2416.31,10873,205,2,3493.96,0.01885,0.00976,11.79,1.446,1208.16,1.15,Saturday,9,2023,39,1,None
2023-09-30,Affiliate,1764.33,70573,3290,193,442509.6,0.04662,0.05866,0.54,250.809,9.14,1.15,Saturday,9,2023,39,1,None
2023-10-01,Google Search,6132.64,2998,216,10,14766.93,0.07205,0.0463,28.39,2.408,613.26,1.35,Sunday,10,2023,39,1,None
2023-10-01,Meta Ads,4184.06,8218,142,4,3819.05,0.01728,0.02817,29.47,0.913,1046.01,1.35,Sunday,10,2023,39,1,None
2023-10-01,Programmatic Display,3301.58,77036,387,4,3656.24,0.00502,0.01034,8.53,1.107,825.4,1.35,Sunday,10,2023,39,1,None
2023-10-01,YouTube,2617.69,11779,221,4,9196.61,0.01876,0.0181,11.84,3.513,654.42,1.35,Sunday,10,2023,39,1,None
2023-10-01,Affiliate,1674.5,66979,3186,242,377973.38,0.04757,0.07596,0.53,225.723,6.92,1.35,Sunday,10,2023,39,1,None
2023-10-02,Google Search,6342.3,3100,157,8,7350.12,0.05065,0.05096,40.4,1.159,792.79,1.35,Monday,10,2023,40,0,None
2023-10-02,Meta Ads,6287.31,12350,291,4,5035.82,0.02356,0.01375,21.61,0.801,1571.83,1.35,Monday,10,2023,40,0,None
2023-10-02,Programmatic Display,4711.58,109936,588,8,16774.07,0.00535,0.01361,8.01,3.56,588.95,1.35,Monday,10,2023,40,0,None
2023-10-02,YouTube,3472.68,15627,283,2,2969.83,0.01811,0.00707,12.27,0.855,1736.34,1.35,Monday,10,2023,40,0,None
2023-10-02,Affiliate,3234.53,129381,3937,239,457482.19,0.03043,0.06071,0.82,141.437,13.53,1.35,Monday,10,2023,40,0,None
2023-10-03,Google Search,8297.65,4056,301,10,15676.3,0.07421,0.03322,27.57,1.889,829.76,1.35,Tuesday,10,2023,40,0,None
2023-10-03,Meta Ads,5389.74,10586,391,9,21138.54,0.03694,0.02302,13.78,3.922,598.86,1.35,Tuesday,10,2023,40,0,None
2023-10-03,Programmatic Display,5602.74,130730,544,7,17004.1,0.00416,0.01287,10.3,3.035,800.39,1.35,Tuesday,10,2023,40,0,None
2023-10-03,YouTube,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,Tuesday,10,2023,40,0,Zero Traffic
2023-10-03,Affiliate,3097.59,123903,5030,336,395317.12,0.0406,0.0668,0.62,127.621,9.22,1.35,Tuesday,10,2023,40,0,None
2023-10-04,Google Search,5135.01,2510,180,7,12817.5,0.07171,0.03889,28.53,2.496,733.57,1.35,Wednesday,10,2023,40,0,None
2023-10-04,Meta Ads,6270.55,12317,315,6,7503.36,0.02557,0.01905,19.91,1.197,1045.09,1.35,Wednesday,10,2023,40,0,None
2023-10-04,Programmatic Display,3717.62,86744,571,4,4539.28,0.00658,0.00701,6.51,1.221,929.41,1.35,Wednesday,10,2023,40,0,None
2023-10-04,YouTube,2862.98,12883,193,3,4689.45,0.01498,0.01554,14.83,1.638,954.33,1.35,Wednesday,10,2023,40,0,None
2023-10-04,Affiliate,2380.59,95223,3143,177,152315.7,0.03301,0.05632,0.76,63.982,13.45,1.35,Wednesday,10,2023,40,0,None
2023-10-05,Google Search,7925.67,3874,241,12,13220.63,0.06221,0.04979,32.89,1.668,660.47,1.35,Thursday,10,2023,40,0,None
2023-10-05,Meta Ads,5069.66,9958,164,3,3132.81,0.01647,0.01829,30.91,0.618,1689.89,1.35,Thursday,10,2023,40,0,None
2023-10-05,Programmatic Display,4356.78,101658,378,1,2173.87,0.00372,0.00265,11.53,0.499,4356.78,1.35,Thursday,10,2023,40,0,None
2023-10-05,YouTube,2297.18,10337,121,1,1179.02,0.01171,0.00826,18.98,0.513,2297.18,1.35,Thursday,10,2023,40,0,None
2023-10-05,Affiliate,1822.58,72903,2897,146,119795.76,0.03974,0.0504,0.63,65.729,12.48,1.35,Thursday,10,2023,40,0,None
2023-10-06,Google Search,8384.11,4098,241,11,26151.74,0.05881,0.04564,34.79,3.119,762.19,1.35,Friday,10,2023,40,0,None
2023-10-06,Meta Ads,7442.44,14619,305,6,9945.09,0.02086,0.01967,24.4,1.336,1240.41,1.35,Friday,10,2023,40,0,None
2023-10-06,Programmatic Display,4529.21,105681,742,5,9645.07,0.00702,0.00674,6.1,2.13,905.84,1.35,Friday,10,2023,40,0,None
